,definition,downvotes,mnemonics,upvotes,word
714,"['(adj) being or relating to or like a chimera', '(adj) produced by a wildly fanciful imagination']","['3', '6', '8', '0', '0', '4', '0', '0', '0', '0']","['Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    It has ""miracle"" in it-> Miracle is imaginative.', 'chi(she)-meri(marry)-cal', 'chimerical resembles camera...and camera is about photographs...photos are clicked with imagination', 'looks like COMMERCIAL which is always imaginative and unrealistic', 'CHIna + AMERICAl -> its imaginative to believe that china and america can come to a concensus', 'Rleate it with Cindrella which is in fantasy', ""CHIC+MARRY+KAL= i'll marry the hot chic in this movie tomorrow (Doesn't it sound IMAGINATIVE,UNREALISTIC)"", 'chimerical has root word chimera which is a mythical creature and also means fantasy..', '1st one is awesome mnemonic bt still for those who hate chemistry...\r\nit sounds like chemical so chemical reactions are highly unrealistic, only imaginative.. :P lol', 'Think  America which sounds like chimerical...to go America is dream for many people..some make it real but most of them  cannot go which is unrealistic for them']","['73', '5', '3', '3', '2', '1', '1', '1', '1', '0']",chimerical
715,"['(noun) a small fragment of something broken off from the whole', '(noun) a triangular wooden float attached to the end of a log line', '                (noun) a piece of dried bovine dung', '(noun) a thin crisp slice of potato fried in deep fat', '(noun) a mark left after a small piece has been chopped or broken off of something', '(noun) a small disk-shaped counter used to represent money when gambling', '(noun) electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit', '(noun) (golf) a low running approach shot', '(noun) the act of chipping something', '(verb) break off (a piece from a whole)', '(verb) cut a nick into', '(verb) play a chip shot', '                (verb) form by chipping', '(verb) break a small piece off from']","['3', '0', '2']","['remember uncle ""chips""', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    nailpolish chips after 3-4 days=> small pieces splinter off', 'When I think about ""chip"", I would think about chocolate chip which is a very small piece.']","['2', '2', '0']",chip
716,"['(noun) an edge tool with a flat steel blade with a cutting edge', '                (verb) engage in deceitful behavior; practice trickery or fraud', '(verb) deprive somebody of something by deceit', '(verb) carve with a chisel']","['2', '7', '0']","['chisel sounds like diesel...we know there r lot of impure petroleum products sold so those who sell diesel chisel the customers.', 'vendor told his son "" CHI SELL THEM AT ANY COST"". so the little boy is trying to cheat ppl and selling rotten fruits or veggies', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    looks like cheese, tom uses cheese to cheat jerry']","['16', '7', '3']",chisel
717,['(adj) being attentive to women like an ideal knight'],"['8', '6', '2', '2', '1', '0', '2', '1']","['chivalrous is pronounced as SHIVA+LROUS and ""Shiva"" the god is a symbol of bravery..........', 'CHI-VAL(O)ROUS....knights are valorous or valiant....chivalrous are ideal knighters...', 'the noun is CHIVALRY which can be referred with CAVALRY.', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    SHE+WELL- someone who tries to make girls well around him.', 'chivalrous..chi\r\n(valour)..so valour is braveness', 'Sounds like CAVALRY so imagine in a CAVALRY with KNIGHTS ,these KNIGHTS are like SPARTANS who are self restrained and respect women', 'if u are a scotch lover u might have heard bout chivas regal, people who drink scotch are brave, faithful and full of manners, badey logo key drink hai. chivas(chivalrous)', 'sounds like chew+walrus..a brave warrior can kill the walrus and chew it without being afraid of anything']","['54', '8', '3', '3', '2', '2', '1', '0']",chivalrous
718,"['(noun) the person or thing chosen or selected', '(noun) the act of choosing or selecting', '(noun) one of a number of things from which only one can be chosen', '(adj) of superior grade', '(adj) appealing to refined taste']",['1'],['if u want to make a good choice then ur decision must be of a very fine quality'],['1'],choice
719,"['(noun) a chorus that sings as part of a religious ceremony', '                (noun) a family of similar musical instrument playing together', '(noun) the area occupied by singers; the part of the chancel between sanctuary and nave', '                (verb) sing in a choir']","['1', '0', '0']","['choir sounds like ""chorus"" a number of people singing together.', 'choir---> c(see) hoir(hear)\r\nmaster of group requested the audience to see and hear them peacefully.', 'chorus in the AIR :choir']","['9', '1', '0']",choir
720,"['(adj) easily moved to anger', '(adj) quickly aroused to anger', '(adj) characterized by anger']","['4', '0', '11', '0', '0']","['cholera is a disease . When you are sick you get irritated and bad-tempered, you are choleric.\r\n\r\nSo choleric', 'choleric=co+lyric....when cosingers are not following the lyric properly...composer gets anger(hot tempered)', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    Sounds like COLORING we ridicule a person as COLORING if he talks with girls with a desire to trap them ,so if  that is the case ,if we call a person who is busy in COLORING as "" stop coloring"",he gets IRRITATED EASILY', 'Cholestrol.. people having this become short tempered thus angry!', 'When you become enraged, you become the COLOR RED.']","['50', '5', '4', '3', '1']",choleric
721,['(noun) a specific piece of work required to be done as a duty or for a specific fee'],"['7', '3', '0', '0', '0', '0']","['dont take it otherwise please....in some cheap TV serials we see that  maids, servants(who do daily REGULAR household TASKS) often turn into thieves(CHOR!!).', 'chore sounds like ""core"" means main or importatnt part of daily routine', 'Chore in kannada means headache job( chore kelasa), daily domestic task is chore kelsa.', 'chore sounds like bore.. that means the daily boring routine work..', ""Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    CHORE-if any man doesn't work he becomes CHORE(thief)"", 'chor ka kaam roj chore karna']","['15', '7', '1', '1', '1', '1']",chore
722,"['(noun) a show involving artistic dancing', '(noun) the representation of dancing by symbols as music is represented by notes', '                (noun) a notation used by choreographers']",['2'],['Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    KO+RE+YO grapher where KO stands for country dance RE stands for retro dance and YO for the  yo style of dancing as followeed in the rap'],['0'],choreography
723,"['(noun) a soft partly suppressed laugh', '(verb) laugh quietly or with restraint']","['19', '4', '9', '4', '2', '27', '2', '18', '3', '1', '1', '2', '0']","['CHORi TAL gayi because due to our laughter chor knew that we are in room.', 'chortle - ch + turtle, when turtle won the race with hare , i chuckled with delight', 'Imagine giving a chart to a cartoonist in a gathering. He would definitely draw something funny and leave audience chuckling', 'chor+tell wen chor hindi word for thief confesses or tells that he is come to the owner house to steal the ppl in the house will laugh at him', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    chori+tell me why what made  chuckle?', 'well chortle.....divide this word into c+hort+le......now focus on middle word....hort...sound simillar to word hoot.....which means..to laugh , to chuckle', 'chortle=c+how+turtle is dancing..... people on seeing that laughs delightly...,', 'hor...middlle part simillar to hooray an excalamation....to show..your happiness..you laugh....', ""c+hortel means when u see hortel u'll chuckle with the thought of havin fun"", 'chotu--laughs on every bad joke :P', '', 'It is exciting a joy to ride a car in full throttle.', 'chort(short)+ (smi)le']","['29', '11', '4', '3', '2', '1', '1', '0', '0', '0', '0', '0', '0']",chortle
724,"['(noun) any utterance produced simultaneously by a group', '(noun) a group of people assembled to sing together', '                (noun) the part of a song where a soloist is joined by a group of singers', '(noun) a body of dancers or singers who perform together', '(noun) a company of actors who comment (by speaking or singing in unison) on the action in a classical Greek play', '(verb) utter in unison', '(verb) sing in a choir']",[],[],[],chorus
725,"['(adj) being long-lasting and recurrent or characterized by long suffering', '(adj) of long duration', '(adj) habitual']","['1', '1', '0']","['initial part sound as crown !! crown + ic ..\r\nA king rules the nation for long time, hence his crown last for long time..ie long lasting', ""Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    take out the word 'chrono', its something continual.. so long durational disease"", ""ch'roni'c=just concentrate on and frame it as 'iron' which is very strong and will be there for long time:)""]","['14', '2', '2']",chronic
726,"['(noun) a record or narrative description of past events', '(verb) record in chronological order; make a historical record']","['5', '7', '3', '1']","['DECCAN CHRONICLE', 'Acro Chronical \r\n\r\nmagzine of our clg .:)', 'think of the chronicles of narnia.....a long story...', 'chronic is somthing that is related to time..so cronicle mean any proof or record in chronological order']","['9', '2', '1', '0']",chronicle
